"","subitem","subject.x","item.x","list","exp","integrated","related.x","n2num.x","text","X","X.1","X.2","X.3","X.4","animacy","LengthChar.Head","LengthChar.Prep","LengthChar.Adj","LengthChar.Noun","LengthPhon.Head","LengthPhon.Prep","LengthPhon.Adj","LengthPhon.Noun","LengthSylHead","LengthSyll.Prep","LengthSyll.Adj","LengthSyll.Noun","Freq1Mil.Head","FreqMil.Prep","FreqMil.Adj","FreqMil.N1","LogFr.Head","LogFreq.Prep","LogFreq.Adj","LogFreq.N1","RelatedHL","RelatedLH","Integrated","Ass..H.L","Ass..L.HP","Ass..L.HS","AssArc.H.L","AssArc.L.HP","AssArc.L.HS","Plausibility","maincode","dysfluency","subject.y","item.y","transciption"
"79","44-10",44,10,4,"SemRel","integ","rel","sing","The","vase","with","the","vibrant","flower","I",4,4,7,6,3,3,7,5,1,1,2,2,3.84,5044.84,1.02,22.14,0.69,3.7,0.31,1.36,5.75,6.78,6,15,0,2.5,0.8,0,0.32,6.67,"C","",44,10,"the vase with the vibrant flower was really pretty"
"80","44-11",44,11,4,"SemRel","integ","rel","sing","The","banana","for","the","popular","sundae","I",6,3,7,6,6,3,8,5,3,1,3,2,10.61,6749.25,23.22,1.59,1.06,3.83,1.38,0.41,5.08,5.75,4.5,0,0,5,0,0,0.45,6.08,"C","",44,11,"the banana for the popular sundae was gray"
"81","44-12",44,12,4,"SemRel","integ","rel","sing","The","bodyguard","for","the","nervous","actress","A",9,3,7,7,8,3,6,6,3,1,2,2,5.71,6749.25,67.04,15.96,0.83,3.83,1.83,1.23,4.83,4.09,5.25,0,0,0,0,0,0,6.17,"C","",44,12,"the bodyguard for the nervous actress was shot"
"82","44-13",44,13,4,"SemRel","unint","unrel","plur","The","bicycle","by","the","warped","baskets","I",7,2,6,7,8,2,4,7,3,1,1,2,6.55,1212.84,1.35,1.61,0.88,3.08,0.37,0.42,4.58,3,3.5,0,0,0,0,0,0,4.42,"C","",44,13,"the bicycle by the warped baskets was stolen"
"83","44-14",44,14,4,"SemRel","unint","unrel","plur","The","caddy","near","the","charismatic","celebrities","A",5,4,11,11,4,3,10,10,2,1,4,4,2.73,59.14,0.8,7.27,0.57,1.78,0.26,0.92,2.25,1.17,2.33,0,0,0,0,0,0,5.58,"C","",44,14,"the caddy near the charismatic celebrities was funny"
"84","44-15",44,15,4,"SemRel","unint","unrel","plur","The","church","near","the","giant","driveways","I",6,4,5,9,6,3,5,7,1,1,2,2,68.73,59.14,20.18,0.2,1.84,1.78,1.33,0.08,1.92,2.42,2.25,0,0,0,0,0,0,5.42,"C","",44,15,"the church near the giant driveways was great"
"85","44-16",44,16,4,"SemRel","unint","unrel","sing","The","eraser","near","the","novelty","pen","I",6,4,7,3,6,3,7,3,3,1,3,1,1,59.14,1.67,23.9,0.3,1.78,0.43,1.4,4.33,3.33,2.5,0,2.5,2.5,0,0.32,0.32,4.75,"C","",44,16,"the eraser near the novelty pen was pink"
"86","44-17",44,17,4,"SemRel","unint","unrel","sing","The","waitress","by","the","impatient","senior","A",8,2,9,6,6,2,8,5,2,1,3,2,9.67,1212.84,4.04,0.71,1.03,3.08,0.7,0.23,1.17,2.08,2.58,0,0,0,0,0,0,4.75,"C","",44,17,"the waitress by the impatient senior was impatient"
"87","44-18",44,18,4,"SemRel","unint","unrel","sing","The","table","by","the","antique","lamp","I",5,2,7,4,5,2,5,4,2,1,2,1,105.2,1212.84,4.35,12.82,2.03,3.08,0.73,1.14,5,5,4.27,0,0,10,0,0,0.64,5.92,"U","",44,18,"the table by the antique lamp fell"
"88","44-19",44,19,4,"SemRel","unint","rel","plur","The","resort","near","the","elongated","pools","I",6,4,9,5,6,3,9,4,2,1,4,1,6.65,59.14,0.31,2.29,0.88,1.78,0.12,0.52,6.25,6.17,3.92,0,0,0,0,0,0,5.75,"C","",44,19,"the resort near the elongated pools was fancy"
"89","44-20",44,20,4,"SemRel","unint","rel","plur","The","hydrant","near","the","bent","hoses","I",7,4,5,5,8,3,4,5,2,1,1,2,1,59.14,1.02,1.08,0.3,1.78,0.31,0.32,6.33,4.27,4.5,0,0,0,0,0,0,4.58,"C","",44,20,"the hydrant near the bent hoses was red"
"90","44-22",44,22,4,"SemRel","unint","rel","sing","The","trainer","near","the","confident","boxer","A",7,4,9,5,6,3,9,6,2,1,3,2,5.49,59.14,10.65,3.82,0.81,1.78,1.07,0.68,6.64,5.67,5.36,0,0,0,0,0,0,5.33,"C","",44,22,"the trainer near the confident boxer was confident"
"91","44-23",44,23,4,"SemRel","unint","rel","sing","The","canoe","near","the","weathered","oar","I",5,4,9,3,4,3,5,3,2,1,2,1,3.53,59.14,0.18,0.67,0.66,1.78,0.07,0.22,6.67,6.08,4.83,0,0,10,0,0,0.64,6,"C","",44,23,"the canoe near the weathered oar was broken"
"92","44-24",44,24,4,"SemRel","unint","rel","sing","The","camera","by","the","special","lens","I",6,2,7,4,6,2,6,4,3,1,2,1,56.9,1212.84,148.2,4.67,1.76,3.08,2.17,0.75,6.75,6.58,4.83,2.5,0,20,0.32,0,0.93,5.5,"U","",44,24,"the camera by the special lens took pictures of people"
"93","56-1",56,1,8,"SemRel","unint","unrel","plur","The","envelope","by","the","photo","albums","I",8,2,5,6,7,2,4,6,3,1,2,2,10.04,1212.84,22.82,2.33,1.04,3.08,1.38,0.52,2.83,2.17,1.92,0,0,0,0,0,0,4.58,"C","",56,1,"the envelope by the photo albums is empty"
"94","56-2",56,2,8,"SemRel","unint","unrel","plur","The","cake","by","the","candy","figurines","I",4,2,5,9,3,2,5,9,1,1,2,3,44.84,1212.84,35.55,0.49,1.66,3.08,1.56,0.17,3.92,3.58,3.5,0,0,0,0,0,0,5.55,"P","",56,2,"the cake by the candy figures was chocolate"
"95","56-3",56,3,8,"SemRel","unint","unrel","plur","The","hammer","by","the","rigid","pegs","I",6,2,5,4,5,2,5,4,2,1,2,1,10.18,1212.84,1.86,0.25,1.05,3.08,0.46,0.1,5.08,4.08,4.33,0,0,0,0,0,0,4.83,"C","",56,3,"the hammer by the rigid pegs was metal"
"96","56-4",56,4,8,"SemRel","unint","unrel","sing","The","coach","near","the","disruptive","teenager","A",5,4,10,8,4,3,9,7,1,1,3,3,29.33,59.14,0.43,6.92,1.48,1.78,0.16,0.9,4.25,2.58,3,0,0,0,0,0,0,5.08,"U","",56,4,"the coach near the disruptive teenager yelled at him"
"97","56-5",56,5,8,"SemRel","unint","unrel","sing","The","tent","near","the","sturdy","cushion","I",4,4,6,7,4,3,6,5,1,1,2,2,17.39,59.14,1.69,1.86,1.26,1.78,0.43,0.46,1.92,2.08,1.67,0,0,0,0,0,0,2.83,"U","",56,5,"the tent near the sturdy cushion had tent poles"
"98","56-6",56,6,8,"SemRel","unint","unrel","sing","The","dam","by","the","musty","factory","I",3,2,5,7,3,2,5,7,1,1,2,3,5.29,1212.84,0.49,2.31,0.8,3.08,0.17,0.52,2,3.33,2.5,0,5,0,0,0.45,0,4.17,"U","",56,6,"the dam by the musty factory didn't hold water back"
"99","56-8",56,8,8,"SemRel","unint","rel","plur","The","fortress","near","the","ancient","walls","I",8,4,7,5,7,3,6,4,2,1,2,1,3.37,59.14,21.61,24.16,0.64,1.78,1.35,1.4,6.25,6.33,4.58,0,0,0,0,0,0,5.5,"C","",56,8,"the fortress near the ancient walls was made of stone"
"100","56-9",56,9,8,"SemRel","unint","rel","plur","The","butler","near","the","selfish","millionaires","A",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,0,0,0,0,0,0,4.92,"U","",56,9,"the butler near the selfish millionaires hated his job"
"101","56-10",56,10,8,"SemRel","unint","rel","sing","The","vase","near","the","vibrant","flower","I",4,4,7,6,3,3,7,5,1,1,2,2,3.84,59.14,1.02,22.14,0.69,1.78,0.31,1.36,5.75,6.78,5.08,15,0,2.5,0.8,0,0.32,4,"C","",56,10,"the vase near the vibrant flower was glass"
"102","56-11",56,11,8,"SemRel","unint","rel","sing","The","banana","near","the","popular","sundae","I",6,4,7,6,6,3,8,5,3,1,3,2,10.61,59.14,23.22,1.59,1.06,1.78,1.38,0.41,5.08,5.75,3.67,0,0,5,0,0,0.45,3.75,"C","",56,11,"the banana near the popular sundae was yellow"
"103","56-12",56,12,8,"SemRel","unint","rel","sing","The","bodyguard","near","the","nervous","actress","A",9,4,7,7,8,3,6,6,3,1,2,2,5.71,59.14,67.04,15.96,0.83,1.78,1.83,1.23,4.83,4.09,4.58,0,0,0,0,0,0,6.75,"C","",56,12,"the bodyguard near the nervous actress was paranoid"
"104","56-13",56,13,8,"SemRel","integ","unrel","plur","The","bicycle","with","the","warped","baskets","I",7,4,6,7,8,3,4,7,3,1,1,2,6.55,5044.84,1.35,1.61,0.88,3.7,0.37,0.42,4.58,3,5,0,0,0,0,0,0,4.58,"C","",56,13,"the bicycle with the warped baskets was slow"
"105","56-14",56,14,8,"SemRel","integ","unrel","plur","The","caddy","for","the","charismatic","celebrities","A",5,3,11,11,4,3,10,10,2,1,4,4,2.73,6749.25,0.8,7.27,0.57,3.83,0.26,0.92,2.25,1.17,3,0,0,0,0,0,0,5.17,"C","",56,14,"the caddy for the charismatic celebrities was bad"
"106","56-15",56,15,8,"SemRel","integ","unrel","plur","The","church","with","the","giant","driveways","I",6,4,5,9,6,3,5,7,1,1,2,2,68.73,5044.84,20.18,0.2,1.84,3.7,1.33,0.08,1.92,2.42,3.08,0,0,0,0,0,0,5,"U","",56,15,"the church with the giant driveways held a lot of people"
"107","56-16",56,16,8,"SemRel","integ","unrel","sing","The","eraser","for","the","novelty","pen","I",6,3,7,3,6,3,7,3,3,1,3,1,1,6749.25,1.67,23.9,0.3,3.83,0.43,1.4,4.33,3.33,4.92,0,2.5,2.5,0,0.32,0.32,4.33,"U","",56,16,"the eraser for the novelty pen didn't work"
"108","56-17",56,17,8,"SemRel","integ","unrel","sing","The","waitress","for","the","impatient","senior","A",8,3,9,6,6,3,8,5,2,1,3,2,9.67,6749.25,4.04,0.71,1.03,3.83,0.7,0.23,1.17,2.08,2.83,0,0,0,0,0,0,5,"U","",56,17,"the waitress for the impatient senior didn't make a tip"
"109","56-18",56,18,8,"SemRel","integ","unrel","sing","The","table","for","the","antique","lamp","I",5,3,7,4,5,3,5,4,2,1,2,1,105.2,6749.25,4.35,12.82,2.03,3.83,0.73,1.14,5,5,4.08,0,0,10,0,0,0.64,5.92,"U","",56,18,"the table for the antique lamp had no legs"
"110","56-19",56,19,8,"SemRel","integ","rel","plur","The","resort","with","the","elongated","pools","I",6,4,9,5,6,3,9,4,2,1,4,1,6.65,6749.25,0.31,2.29,0.88,3.83,0.12,0.52,6.25,6.17,4.92,0,0,0,0,0,0,6.17,"E","",56,19,"the resort with the elongated pools were good"
"111","56-20",56,20,8,"SemRel","integ","rel","plur","The","hydrant","with","the","bent","hoses","I",7,4,5,5,8,3,4,5,2,1,1,2,1,5044.84,1.02,1.08,0.3,3.7,0.31,0.32,6.33,4.27,5.92,0,0,0,0,0,0,3.67,"U","",56,20,"the hydrant with the bent hoses had water in it"
"112","56-21",56,21,8,"SemRel","integ","rel","plur","The","guitar","with","the","faulty","strings","I",6,4,7,7,5,3,5,6,2,1,2,1,15.53,5044.84,1.63,8.1,1.22,3.7,0.42,0.96,6.83,6.58,6.83,12.5,0,20,0.72,0,0.93,5.92,"U","",56,21,"the guitar with the faulty strings sounded bad"
"113","56-22",56,22,8,"SemRel","integ","rel","sing","The","trainer","for","the","confident","boxer","A",7,3,9,5,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,3.82,0.81,3.83,1.07,0.68,6.64,5.67,6,0,0,0,0,0,0,5.92,"U","",56,22,"the trainer for the confident boxer knew that he would win"
"114","56-23",56,23,8,"SemRel","integ","rel","sing","The","canoe","with","the","weathered","oar","I",5,4,9,3,4,3,5,3,2,1,2,1,3.53,5044.84,0.18,0.67,0.66,3.7,0.07,0.22,6.67,6.08,6,0,0,10,0,0,0.64,6.25,"U","",56,23,"the canoe with the weathered oar didn't float well"
"115","56-24",56,24,8,"SemRel","integ","rel","sing","The","camera","with","the","special","lens","I",6,4,7,4,6,3,6,4,3,1,2,1,56.9,5044.84,148.2,4.67,1.76,3.7,2.17,0.75,6.75,6.58,6.58,2.5,0,20,0.32,0,0.93,6.75,"C","",56,24,"the camera with the special lens was in black and white"
"116","59-1",59,1,3,"SemRel","integ","unrel","sing","The","envelope","for","the","photo","album","I",8,3,5,5,7,3,4,5,3,1,2,2,10.04,6749.25,22.82,10.24,1.04,3.83,1.38,1.05,3.17,2.33,3.5,0,0,0,0,0,0,3.92,"C","",59,1,"the envelope for the photo album was glossy and red"
"117","59-2",59,2,3,"SemRel","integ","unrel","sing","The","cake","with","the","candy","figurine","I",4,4,5,8,3,3,5,8,1,1,2,3,44.84,5044.84,35.55,0.27,1.66,3.7,1.56,0.11,2.25,4,3.42,0,0,0,0,0,0,6.45,"C","",59,2,"the cake with the candy figurine was of my favorite tv show teletubbies"
"118","59-4",59,4,3,"SemRel","integ","rel","plur","The","coach","for","the","disciplined","athletes","A",5,3,11,8,4,3,9,6,1,1,3,2,29.33,6749.25,0.98,3.08,1.48,3.83,0.3,0.61,6.64,6.58,6.58,0,0,2.5,0,0,0.32,6.67,"U","",59,4,"the coach for the disciplined athletes spit a lot when he yelled"
"119","59-5",59,5,3,"SemRel","integ","rel","plur","The","tent","with","the","sturdy","poles","I",4,4,6,5,4,3,6,4,1,1,2,1,17.39,5044.84,1.69,2.18,1.26,3.7,0.43,0.5,5.55,5.5,6.17,0,0,2.5,0,0,0.32,5.92,"U","",59,5,"the tent with the sturdy poles could support fifteen people"
"120","59-6",59,6,3,"SemRel","integ","rel","plur","The","dam","for","the","murky","rivers","I",3,3,5,6,3,3,5,6,1,1,2,2,5.29,6749.25,0.61,2.82,0.8,3.83,0.21,0.58,6,6.25,5.83,0,0,0,0,0,0,5.36,"C","",59,6,"the dam for the murky rivers was running efficiently and producing alternative energy"
"121","59-7",59,7,3,"SemRel","integ","rel","sing","The","necklace","with","the","colorful","diamond","I",8,4,8,7,6,3,8,6,2,1,3,2,9.71,5044.84,3.14,19.73,1.03,3.7,0.62,1.32,5.92,6.17,6.58,10,0,2.5,0.64,0,0.32,6.67,"U","",59,7,"the necklace with the colorful diamond cost over three thousand dollars"
"122","59-8",59,8,3,"SemRel","integ","rel","sing","The","fortress","with","the","ancient","wall","I",8,4,7,4,7,3,6,3,2,1,2,1,3.37,5044.84,21.61,66.33,0.64,3.7,1.35,1.83,6,6.33,6.58,0,0,0,0,0,0,6,"U","",59,8,"the fortress with the ancient wall had many cracks and weaknesses in it"
"123","59-10",59,10,3,"SemRel","unint","unrel","plur","The","vase","near","the","vibrant","covers","I",4,4,7,6,3,3,7,6,1,1,2,2,3.84,59.14,1.02,5.2,0.69,1.78,0.31,0.79,1.25,1.58,2,0,0,0,0,0,0,4.33,"C","",59,10,"the vase near the vibrant covers has vibrant flowers with vibrant colors"
"124","59-11",59,11,3,"SemRel","unint","unrel","plur","The","banana","near","the","popular","sandwiches","I",6,4,7,10,6,3,8,9,3,1,3,3,10.61,59.14,23.22,9.61,1.06,1.78,1.38,1.03,3.38,4.92,2.42,0,0,0,0,0,0,4.25,"C","",59,11,"the banana near the popular sandwiches is a classic side dish"
"125","59-12",59,12,3,"SemRel","unint","unrel","plur","The","bodyguard","near","the","nervous","jewelers","A",9,4,7,8,8,3,6,8,3,1,2,3,5.71,59.14,67.04,0.43,0.83,1.78,1.83,0.16,2.42,3.33,2.09,0,0,0,0,0,0,4.58,"C","",59,12,"the bodyguard near the nervous jewelers was cool calm and collected"
"126","59-13",59,13,3,"SemRel","unint","unrel","sing","The","bicycle","by","the","warped","basket","I",7,2,6,6,8,2,4,6,3,1,1,2,6.55,1212.84,1.35,13.18,0.88,3.08,0.37,1.15,4.58,4.42,2.83,0,0,0,0,0,0,4,"U","D",59,13,"the bicycle by the warped basket h-used to have bananas inside of it"
"127","59-14",59,14,3,"SemRel","unint","unrel","sing","The","caddy","near","the","charismatic","celebrity","A",5,4,11,9,4,3,10,9,2,1,4,4,2.73,59.14,0.8,3.57,0.57,1.78,0.26,0.66,2.83,2.58,2.5,0,0,0,0,0,0,5.75,"C","",59,14,"the caddy near the charismatic celebrity was constantly badgering him for an autograph"
"128","59-15",59,15,3,"SemRel","unint","unrel","sing","The","church","near","the","giant","driveway","I",6,4,5,8,6,3,5,6,1,1,2,2,68.73,59.14,20.18,6.71,1.84,1.78,1.33,0.89,2.5,2.25,2.08,0,0,0,0,0,0,4.5,"U","",59,15,"the church near the giant driveway housed many cars"
"129","59-16",59,16,3,"SemRel","unint","rel","plur","The","eraser","near","the","novelty","pencils","I",6,4,7,7,6,3,7,7,3,1,3,2,1,59.14,1.67,2.84,0.3,1.78,0.43,0.58,6.67,6.75,4.58,2.5,0,10,0.32,0,0.64,6.42,"C","",59,16,"the eraser near the novelty pencils was also novelty and instead of erasing it actually caught fire when struck"
"130","59-17",59,17,3,"SemRel","unint","rel","plur","The","waitress","by","the","impatient","diners","A",8,2,9,6,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,0.78,1.03,3.08,0.7,0.25,6.75,5.92,5.17,0,0,2.5,0,0,0.32,5.17,"U","",59,17,"the waitress by the impatient diners decided she had had enough and spit in their food"
"131","59-18",59,18,3,"SemRel","unint","rel","plur","The","table","by","the","antique","chairs","I",5,2,7,6,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,9.86,2.03,3.08,0.73,1.04,6.5,6.75,5.67,2.5,5,15,0.32,0.45,0.8,6,"U","",59,18,"the table by the antique chairs belonged to my grandmother"
"132","59-19",59,19,3,"SemRel","unint","rel","sing","The","resort","near","the","elongated","pool","I",6,4,9,4,6,3,9,3,2,1,4,1,6.65,59.14,0.31,46.69,0.88,1.78,0.12,1.68,5.33,6.17,4.5,5,0,0,0.45,0,0,5.67,"C","",59,19,"the resort near the elongated pool was also elongated and housed many people"
"133","59-20",59,20,3,"SemRel","unint","rel","sing","The","hydrant","near","the","bent","hose","I",7,4,5,4,8,3,4,3,2,1,1,1,1,59.14,1.02,7.45,0.3,1.78,0.31,0.93,5.75,5.67,4.5,0,0,0,0,0,0,4.83,"U","",59,20,"the hydrant near the bent hose released waterrrr very rapidly"
"134","59-21",59,21,3,"SemRel","unint","rel","sing","The","guitar","near","the","faulty","string","I",6,4,7,6,5,3,5,5,2,1,2,1,15.53,59.14,1.63,10.18,1.22,1.78,0.42,1.05,6.67,6.5,4.67,0,0,12.5,0,0,0.72,4.18,"C","D",59,21,"the guitar near the faulty string….was broken"
"135","59-22",59,22,3,"SemRel","integ","unrel","plur","The","trainer","for","the","confident","actors","A",7,3,9,6,6,3,9,6,2,1,3,2,5.49,6749.25,10.65,12.59,0.81,3.83,1.07,1.13,4.17,3.86,4.83,0,0,0,0,0,0,5.17,"U","",59,22,"the trainer for the confident actors didn't even have to train them because they were confident"
"136","59-23",59,23,3,"SemRel","integ","unrel","plur","The","canoe","with","the","weathered","flags","I",5,4,9,5,4,3,5,5,2,1,2,1,3.53,5044.84,0.18,3.41,0.66,3.7,0.07,0.64,1.58,1.67,2.67,0,0,0,0,0,0,3.67,"C","",59,23,"the canoe with the weathered flags was used in the civil war era"
"137","59-24",59,24,3,"SemRel","integ","unrel","plur","The","camera","with","the","special","manuals","I",6,4,7,7,6,3,6,8,3,1,2,3,56.9,5044.84,148.2,0.61,1.76,3.7,2.17,0.21,3.92,4,5.42,0,0,0,0,0,0,5.92,"C","",59,24,"the camera with the special manuals was never used by the elderly couple "
"138","63-1",63,1,7,"SemRel","unint","unrel","sing","The","envelope","by","the","photo","album","I",8,2,5,5,7,2,4,5,3,1,2,2,10.04,1212.84,22.82,10.24,1.04,3.08,1.38,1.05,3.17,2.33,2.17,0,0,0,0,0,0,5.67,"C","",63,1,"the envelope by the photo album was open "
"139","63-2",63,2,7,"SemRel","unint","unrel","sing","The","cake","by","the","candy","figurine","I",4,2,5,8,3,2,5,8,1,1,2,3,44.84,1212.84,35.55,0.27,1.66,3.08,1.56,0.11,2.25,4,2.45,0,0,0,0,0,0,6,"C","",63,2,"the cake by the candy figurine was good"
"140","63-3",63,3,7,"SemRel","unint","unrel","sing","The","hammer","by","the","rigid","peg","I",6,2,5,3,5,2,5,3,2,1,2,1,10.18,1212.84,1.86,34.51,1.05,3.08,0.46,1.55,5.08,4.83,3.42,0,0,2.5,0,0,0.32,5.25,"C","",63,3,"the hammer by the rigid peg was next to it"
"141","63-4",63,4,7,"SemRel","unint","rel","plur","The","coach","near","the","disciplined","athletes","A",5,4,11,8,4,3,9,6,1,1,3,2,29.33,59.14,0.98,3.08,1.48,1.78,0.3,0.61,6.64,6.58,5.33,0,0,2.5,0,0,0.32,5.75,"C","",63,4,"the coach near the disciplined athletes was not happy"
"142","63-5",63,5,7,"SemRel","unint","rel","plur","The","tent","near","the","sturdy","poles","I",4,4,6,5,4,3,6,4,1,1,2,1,17.39,59.14,1.69,2.18,1.26,1.78,0.43,0.5,5.55,5.5,4.58,0,0,2.5,0,0,0.32,5,"U","D",63,5,"the tent near the sturdy pole uh collapsed"
"143","63-6",63,6,7,"SemRel","unint","rel","plur","The","dam","by","the","murky","rivers","I",3,2,5,6,3,2,5,6,1,1,2,2,5.29,1212.84,0.61,2.82,0.8,3.08,0.21,0.58,6,6.25,4.75,0,0,0,0,0,0,5.25,"U","",63,6,"the dam by the murky rivers didn't work well"
"144","63-7",63,7,7,"SemRel","unint","rel","sing","The","necklace","near","the","colorful","diamond","I",8,4,8,7,6,3,8,6,2,1,3,2,9.71,59.14,3.14,19.73,1.03,1.78,0.62,1.32,5.92,6.17,4.58,10,0,2.5,0.64,0,0.32,4.83,"C","",63,7,"the necklace near the colorful diamond was beautiful"
"145","63-8",63,8,7,"SemRel","unint","rel","sing","The","fortress","near","the","ancient","wall","I",8,4,7,4,7,3,6,3,2,1,2,1,3.37,59.14,21.61,66.33,0.64,1.78,1.35,1.83,6,6.33,4.92,0,0,0,0,0,0,5.25,"C","",63,8,"the fortress near the ancient wall was destroyed"
"146","63-9",63,9,7,"SemRel","unint","rel","sing","The","butler","near","the","selfish","millionaire","A",6,4,7,11,6,3,6,9,2,1,2,3,6.8,59.14,15.94,5.69,0.89,1.78,1.23,0.83,5.75,5.08,3.92,0,0,0,0,0,0,5.75,"U","",63,9,"the butler near the selfish millionaire quit"
"147","63-10",63,10,7,"SemRel","integ","unrel","plur","The","vase","with","the","vibrant","covers","I",4,4,7,6,3,3,7,6,1,1,2,2,3.84,5044.84,1.02,5.2,0.69,3.7,0.31,0.79,1.25,1.58,3,0,0,0,0,0,0,4.08,"C","",63,10,"the vase with the vibrant covers was pleasant to look at"
"148","63-11",63,11,7,"SemRel","integ","unrel","plur","The","banana","for","the","popular","sandwiches","I",6,3,7,10,6,3,8,9,3,1,3,3,10.61,6749.25,23.22,9.61,1.06,3.83,1.38,1.03,3.38,4.92,3.88,0,0,0,0,0,0,3.33,"C","",63,11,"the banana for the popular sandwiches was rotten"
"149","63-12",63,12,7,"SemRel","integ","unrel","plur","The","bodyguard","for","the","nervous","jewelers","A",9,3,7,8,8,3,6,8,3,1,2,3,5.71,6749.25,67.04,0.43,0.83,3.83,1.83,0.16,2.42,3.33,3.75,0,0,0,0,0,0,5.25,"C","",63,12,"the bodyguard for the nervous jewelers was tough"
"150","63-13",63,13,7,"SemRel","integ","unrel","sing","The","bicycle","with","the","warped","basket","I",7,4,6,6,8,3,4,6,3,1,1,2,6.55,5044.84,1.35,13.18,0.88,3.7,0.37,1.15,4.58,4.42,4.83,0,0,0,0,0,0,6.33,"C","",63,13,"the bicycle with the warped basket was broken"
"151","63-14",63,14,7,"SemRel","integ","unrel","sing","The","caddy","for","the","charismatic","celebrity","A",5,3,11,9,4,3,10,9,2,1,4,4,2.73,6749.25,0.8,3.57,0.57,3.83,0.26,0.66,2.83,2.58,3.92,0,0,0,0,0,0,5.92,"U","",63,14,"the caddy for the charismatic celebrity got some money"
"152","63-15",63,15,7,"SemRel","integ","unrel","sing","The","church","with","the","giant","driveway","I",6,4,5,8,6,3,5,6,1,1,2,2,68.73,5044.84,20.18,6.71,1.84,3.7,1.33,0.89,2.5,2.25,3.67,0,0,0,0,0,0,5.75,"C","",63,15,"the church with the giant driveway was deserted"
"153","63-17",63,17,7,"SemRel","integ","rel","plur","The","waitress","for","the","impatient","diners","A",8,3,9,6,6,3,8,6,2,1,3,2,9.67,6749.25,4.04,0.78,1.03,3.83,0.7,0.25,6.75,5.92,6,0,0,2.5,0,0,0.32,5.5,"C","",63,17,"the waitress for the impatient diners was unhappy"
"154","63-18",63,18,7,"SemRel","integ","rel","plur","The","table","for","the","antique","chairs","I",5,3,7,6,5,3,5,5,2,1,2,1,105.2,6749.25,4.35,9.86,2.03,3.83,0.73,1.04,6.5,6.75,6,2.5,5,15,0.32,0.45,0.8,5.42,"P","",63,18,"the table for the antique chair was also antique"
"155","63-19",63,19,7,"SemRel","integ","rel","sing","The","resort","with","the","elongated","pool","I",6,4,9,4,6,3,9,3,2,1,4,1,6.65,6749.25,0.31,46.69,0.88,3.83,0.12,1.68,5.33,6.17,5.58,5,0,0,0.45,0,0,6.08,"C","",63,19,"the resort with the elongated pool was a high class resort"
"156","63-20",63,20,7,"SemRel","integ","rel","sing","The","hydrant","with","the","bent","hose","I",7,4,5,4,8,3,4,3,2,1,1,1,1,5044.84,1.02,7.45,0.3,3.7,0.31,0.93,5.75,5.67,5.67,0,0,0,0,0,0,5.33,"U","",63,20,"the hydrant with the bent hose didn't work well"
"157","63-21",63,21,7,"SemRel","integ","rel","sing","The","guitar","with","the","faulty","string","I",6,4,7,6,5,3,5,5,2,1,2,1,15.53,5044.84,1.63,10.18,1.22,3.7,0.42,1.05,6.67,6.5,6.17,0,0,12.5,0,0,0.72,6.08,"U","",63,21,"the guitar with the faulty string didn't work"
"158","63-22",63,22,7,"SemRel","unint","unrel","plur","The","trainer","near","the","confident","actors","A",7,4,9,6,6,3,9,6,2,1,3,2,5.49,59.14,10.65,12.59,0.81,1.78,1.07,1.13,4.17,3.86,2.83,0,0,0,0,0,0,6.17,"U","",63,22,"the trainer near the confident actors did his job"
"159","63-23",63,23,7,"SemRel","unint","unrel","plur","The","canoe","near","the","weathered","flags","I",5,4,9,5,4,3,5,5,2,1,2,1,3.53,59.14,0.18,3.41,0.66,1.78,0.07,0.64,1.58,1.67,2.33,0,0,0,0,0,0,4.67,"C","",63,23,"the canoe near the weathered flags was flipped upside down"
"160","63-24",63,24,7,"SemRel","unint","unrel","plur","The","camera","by","the","special","manuals","I",6,2,7,7,6,2,6,8,3,1,2,3,56.9,1212.84,148.2,0.61,1.76,3.08,2.17,0.21,3.92,4,2.92,0,0,0,0,0,0,5.5,"C","",63,24,"the camera by the special manuals was expensive"
"161","66-1",66,1,2,"SemRel","integ","rel","plur","The","envelope","for","the","formal","letters","I",8,3,6,7,7,3,5,6,3,1,2,1,10.04,6749.25,8.31,37.37,1.04,3.83,0.97,1.58,6.5,6.45,5.83,0,0,2.5,0,0,0.32,6.5,"E","",66,1,"the envelope for the formal letters were sent out on the appropriate day"
"162","66-2",66,2,2,"SemRel","integ","rel","plur","The","cake","with","the","colored","candles","I",4,4,7,7,3,3,6,6,1,1,2,2,44.84,5044.84,5.06,10.45,1.66,3.7,0.78,1.06,5.17,5.92,5.5,0,0,0,0,0,0,6.42,"C","",66,2,"the cake with the colored candles was for my sisters birthday"
